artists,available_markets,disc_number,duration_ms,explicit,href,id,is_local,name,popularity,preview_url,track_number,type,uri,album.album_type,album.artists,album.available_markets,album.external_urls.spotify,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,external_ids.isrc,external_urls.spotify
"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF'}, 'href': 'https://api.spotify.com/v1/artists/74XFHRwlV6OrjEM0A2NCMF', 'id': '74XFHRwlV6OrjEM0A2NCMF', 'name': 'Paramore', 'type': 'artist', 'uri': 'spotify:artist:74XFHRwlV6OrjEM0A2NCMF'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'HT', 'JM', 'FM', 'NA', 'NE', 'PG', 'KN', 'LC', 'VC', 'TL', 'TT', 'AZ', 'BN', 'KH', 'TD', 'SZ', 'KG', 'LA', 'MO', 'MN', 'NP', 'UZ', 'ZW', 'MU', 'MZ', 'IQ', 'LY', 'TJ', 'VE', 'XK']",1,216013,False,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,1yjY7rpaAQvKwpdUliHx0d,False,Still into You,82,https://p.scdn.co/mp3-preview/4abdea56e053fe7d0f4f4e446b43d404b28edf69?cid=df1a6e74ef2b4159b57e0d84ea7dfd01,9,track,spotify:track:1yjY7rpaAQvKwpdUliHx0d,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF'}, 'href': 'https://api.spotify.com/v1/artists/74XFHRwlV6OrjEM0A2NCMF', 'id': '74XFHRwlV6OrjEM0A2NCMF', 'name': 'Paramore', 'type': 'artist', 'uri': 'spotify:artist:74XFHRwlV6OrjEM0A2NCMF'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'HT', 'JM', 'FM', 'NA', 'NE', 'PG', 'KN', 'LC', 'VC', 'TL', 'TT', 'AZ', 'BN', 'KH', 'TD', 'SZ', 'KG', 'LA', 'MO', 'MN', 'NP', 'UZ', 'ZW', 'MU', 'MZ', 'IQ', 'LY', 'TJ', 'VE', 'XK']",https://open.spotify.com/album/4sgYpkIASM1jVlNC8Wp9oF,https://api.spotify.com/v1/albums/4sgYpkIASM1jVlNC8Wp9oF,4sgYpkIASM1jVlNC8Wp9oF,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02532033d0d90736f661c13d35', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851532033d0d90736f661c13d35', 'width': 64}]",Paramore,2013-04-05,day,17,album,spotify:album:4sgYpkIASM1jVlNC8Wp9oF,USAT21300012,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
